02/17/2026-15:28:56.773143  [**] [1:2034636:2] ET INFO Python SimpleHTTP ServerBanner [**] [Classification: Misc activity] [Priority: 3] {TCP} 10.0.1.10:8080 -> 10.0.3.10:58484
02/19/2026-15:34:55.445795  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:56.546665  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:09.296725  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:11.167632  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:12.974658  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:15.833680  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:18.335608  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:20.560028  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:23.219640  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:24.448675  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:26.789858  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:38.790739  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:40.826867  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:43.216186  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:44.533651  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:46.960047  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:49.582737  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:51.552624  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:53.314657  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:55.989690  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:57.076690  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:35:58.725732  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:10.597656  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:13.119632  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:14.673660  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:17.206671  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:20.186610  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:22.011735  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:23.965640  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:25.723693  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:28.607695  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:30.168661  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:41.952703  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:43.917386  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:45.585736  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:47.120646  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:48.486660  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:51.438576  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:54.056665  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:55.290112  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:36:57.309603  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:00.117578  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:11.104209  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:12.762734  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:13.954638  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:15.258686  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:16.730640  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:18.380718  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:20.151676  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:22.018687  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:23.913654  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:26.168771  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:28.298760  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:30.032659  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:31.539610  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:46.173605  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:47.216727  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:49.774740  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:52.209578  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:54.641664  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:56.294689  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:37:58.818653  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:01.780681  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:16.353728  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:17.370835  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:20.058726  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:22.021672  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:23.617697  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:26.546651  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:28.169652  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:30.893732  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:33.076571  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:46.377710  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:47.721605  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:50.353617  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:52.664604  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:54.004719  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:55.373680  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:57.297681  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:38:59.089655  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:00.874655  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:02.982638  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:04.869662  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:17.428637  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:18.451624  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:21.003722  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:23.476725  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:24.520851  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:27.217687  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:29.025651  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:31.194660  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:34.142632  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:35.583671  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:48.196751  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:49.681736  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:52.217653  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:53.533604  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:54.955684  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:39:57.686649  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:00.618711  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:03.613698  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:05.165721  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:06.738662  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:20.203733  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:22.087654  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:23.628710  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:26.532635  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:29.311675  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:30.868706  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:32.358679  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:33.517673  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:34.984966  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:37.833741  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:48.978730  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:51.644625  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:53.226665  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:55.524729  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:57.119662  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:40:59.713701  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:00.764757  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:03.592435  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:06.187684  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:07.541340  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:09.238644  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:20.894656  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:22.321990  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:24.614711  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:27.316672  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:29.191613  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:31.789660  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:33.110669  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
